count,hate_speech_count,offensive_language_count,neither_count,class,tweet,cleaned_tweet
3,0,3,0,1,"RT @KillAllSimps: If this nigga Kanye took Kim K to Wendy's, this means y'all regular hoes don't deserve them $200 dates http://t.co/QZ3hgE&#8230;",rt killallsimps nigga kanye took kim k wendy's means y'all regular hoes don't deserve 200 dates http://t.co/qz3hge&#8230
3,2,1,0,0,"RT @KillAllSimps: Miley Cyrus pussy probably taste like wet dog, she has a negative ass, and the bitch looks like Justin Bieber, she so ove&#8230;",rt killallsimps miley cyrus pussy probably taste like wet dog negative ass bitch looks like justin bieber ove&#8230
3,0,3,0,1,"RT @KillAllSimps: My girl told me she was on her period, I immediately power bombed her hoe ass",rt killallsimps girl told period immediately power bombed hoe ass
3,0,3,0,1,RT @KillAllSimps: That's logic for a hoe RT @_flowaaabomb: If you single nobody can tell you what to do right? Right?,rt killallsimps that's logic hoe rt flowaaabomb single nobody tell right right
3,0,3,0,1,RT @KillPiffy: You unhappy Scrappy? I got Pataki at me. Bitches say I'm tacky daddy. Range look like Laffy Taffy.,rt killpiffy unhappy scrappy got pataki bitches say i'm tacky daddy range look like laffy taffy
3,0,3,0,1,RT @Killa_Rilluh: Instagram always be acting like a bitch bruh,rt killa_rilluh instagram always acting like bitch bruh
3,0,3,0,1,RT @Killah_Kae: Will your bitches do this for you ? http://t.co/gmjkOLmcyQ,rt killah_kae bitches http://t.co/gmjkolmcyq
3,0,3,0,1,RT @Kimburrleeeanne: Loyalty is not dead. Gtfo. Don't marginalize me bitch.,rt kimburrleeeanne loyalty dead gtfo don't marginalize bitch
3,0,3,0,1,"RT @KinGxStoney: Yeah we can't wrestle, might have to rock bottom you foreal ""@VeronicaGK: I'm a big bitch and proud lol let me live""",rt kingxstoney yeah can't wrestle might rock bottom foreal veronicagk i'm big bitch proud lol let live
3,1,2,0,1,"RT @KingCedd_: Hit the bitch nd forget the bitch, but i left my kids on her fuckin face",rt kingcedd hit bitch nd forget bitch left kids fuckin face
3,0,3,0,1,RT @KingCuh: @16stanleys @TEE_JONEZ damn cuh. alu mohe my nigga just make sure you alu polosi ho nifo &#128561;,rt kingcuh 16stanleys tee_jonez damn cuh alu mohe nigga make sure alu polosi ho nifo 128561
3,0,0,3,2,RT @KingCuh: ouuua ita siana. alu polosi ho nifo NAMU TA'E.,rt kingcuh ouuua ita siana alu polosi ho nifo namu ta'e
3,0,2,1,1,RT @KingCurtisJayy: Ugly hoes love to fight lmao . They ain't got none to lose &#128553;&#128514;,rt kingcurtisjayy ugly hoes love fight lmao ain't got none lose 128553;&#128514
3,0,3,0,1,RT @KingDingDong22: &#8220;@WestSideFlee: Give us our credit bitch.. We went out there &amp; took that W. http://t.co/jz4lYhSrHC&#8221; @BMarshall took tha&#8230;,rt kingdingdong22 8220;@westsideflee give us credit bitch went amp took w http://t.co/jz4lyhsrhc&#8221 bmarshall took tha&#8230
3,0,1,2,2,RT @KingDrayn: @rosebeforehoes2 don't forget we gotta take out trash and need milk...and spermicidal lube,rt kingdrayn rosebeforehoes2 don't forget gotta take trash need milk...and spermicidal lube
3,0,3,0,1,RT @KingElJay: Scorpio aka hoe season right around the corner.,rt kingeljay scorpio aka hoe season right around corner
3,0,2,1,1,"RT @KingHorseDick: ""That bitch had to pull my hair to win"" RT @Mryungone Lol so what do you tweet if you lose?",rt kinghorsedick bitch pull hair win rt mryungone lol tweet lose
3,1,2,0,1,RT @KingHorseDick: Be right when u wanna fuck a bad hoe too or a hoe u didnt really wanna fuck,rt kinghorsedick right u wanna fuck bad hoe hoe u didnt really wanna fuck
3,0,3,0,1,"RT @KingHorseDick: If I eat the pussy and it taste like mold, I stop. So u cant tell ppl I ate u if I aint finish.",rt kinghorsedick eat pussy taste like mold stop u cant tell ppl ate u aint finish
3,0,3,0,1,RT @KingHorseDick: If he tell u that u got some good pussy but he never try to hit again.. what that mean?,rt kinghorsedick tell u u got good pussy never try hit mean
3,0,3,0,1,RT @KingHorseDick: Jody was really a pussy tho. He let some lil niggas jump him and take his bike. Old head sonned him in front of his mama&#8230;,rt kinghorsedick jody really pussy tho let lil niggas jump take bike old head sonned front mama&#8230
3,0,3,0,1,"RT @KingHorseDick: Lol RT @youngtravo Nigga like ""damn why would this bitch do this ? "" I helped your family move and the dryer almost fell&#8230;",rt kinghorsedick lol rt youngtravo nigga like damn would bitch helped family move dryer almost fell&#8230
3,0,3,0,1,RT @KingHorseDick: Long distance sex will definitely have u thinking u like a bitch a lil too much.,rt kinghorsedick long distance sex definitely u thinking u like bitch lil much
3,0,3,0,1,RT @KingHorseDick: Nowadays if u have a threesome with these new generation bitches.. that one hoe gonna go tell everybody she fucked both &#8230;,rt kinghorsedick nowadays u threesome new generation bitches one hoe gonna go tell everybody fucked 8230
3,0,0,3,2,RT @KingKwama: Female IG Models in person be so trash &#128546;,rt kingkwama female ig models person trash 128546
3,1,2,0,1,RT @KingL: Nigga fuck you u a bitch ass nigga..... Dat ain't sneak diss'n u bitch made shit starter RT @CeefourDaArtist: @KingL a sneak dis&#8230;,rt kingl nigga fuck u bitch ass nigga dat ain't sneak diss'n u bitch made shit starter rt ceefourdaartist kingl sneak dis&#8230
3,0,3,0,1,RT @KingLekan90210: All the hoes know each other &#128514;&#128553;,rt kinglekan90210 hoes know 128514;&#128553
6,0,6,0,1,RT @KingLekan90210: I forgive all u hoes/girls,rt kinglekan90210 forgive u hoes/girls
3,1,2,0,1,"RT @KingMiller_: The top comeback for when you call a nigga ugly. 

1. ""I still pull more hoes than you.""",rt kingmiller top comeback call nigga ugly 1 still pull hoes
3,0,3,0,1,"RT @KingRyin: RIP Robin Williams, I'm gonna fuck the baddest bitch tonight for you bruh",rt kingryin rip robin williams i'm gonna fuck baddest bitch tonight bruh
6,0,6,0,1,RT @KingShelton_: Hell nah bitch http://t.co/owR6BjoZz4,rt kingshelton hell nah bitch http://t.co/owr6bjozz4
3,0,3,0,1,"RT @KingTeej_: Thats when you say ""this bitch aint got no job"" #mlrt",rt kingteej thats say bitch aint got job mlrt
3,0,3,0,1,"RT @KingUlyssesIV: These bitches aint shit &amp; pussy is my greatest vice
I love smokin weed, i hate advice",rt kingulyssesiv bitches aint shit amp pussy greatest vice love smokin weed hate advice
3,0,0,3,2,RT @King_Gerry_R: Remember all the trash on the floor of your car? We upgraded it &amp; put Wale's The Gifted so it feels like your old car htt&#8230;,rt king_gerry_r remember trash floor car upgraded amp put wale's gifted feels like old car htt&#8230
3,1,2,0,1,"RT @King_Lonnie_19: ""@TaeCocky: Rihanna is a talented hoe"" http://t.co/uL4ePHA2qy",rt king_lonnie_19 taecocky rihanna talented hoe http://t.co/ul4epha2qy
3,0,3,0,1,RT @King_Shawn_6: &#8220;@white_thunduh: Dez is caked up with some bitch or something cause hes not playing like Dez Bryant&#8221;&#128514;&#128514;&#128514;&#128557;&#128557; God dammit Patr&#8230;,rt king_shawn_6 8220;@white_thunduh dez caked bitch something cause hes playing like dez bryant&#8221;&#128514;&#128514;&#128514;&#128557;&#128557 god dammit patr&#8230
3,1,2,0,1,"RT @King____J: One nigga from the past told me one thing I'd never forget ""one mans trash is another mans treasure""",rt king____j one nigga past told one thing i'd never forget one mans trash another mans treasure
3,0,3,0,1,"RT @Kings_Groove: &#8220;@Shane_A1: @Kings_Groove &#128514;&#128514;&#128514; nicca said ""imma slap ya daddy out den put em n da Yo"" &#128128; he still that nigga when he aint s&#8230;",rt kings_groove 8220;@shane_a1 kings_groove 128514;&#128514;&#128514 nicca said imma slap ya daddy den put em n da yo 128128 still nigga aint s&#8230
3,0,3,0,1,"RT @KinkyGoose: Eat mangos, get bitches.

To be honest, I don't do either of these.&#128514;",rt kinkygoose eat mangos get bitches honest don't either these.&#128514
3,0,3,0,1,RT @Kinloch_Bang: Y'all hoes and y'all plastic ass bodies maaaaan smh,rt kinloch_bang y'all hoes y'all plastic ass bodies maaaaan smh
3,0,3,0,1,RT @KiraLaJasmine: Shout out to my mama cause she ain't raise no hoe,rt kiralajasmine shout mama cause ain't raise hoe
3,0,3,0,1,"RT @KissMySmilee: lmfaooo, like is this bitch alanah serious ?",rt kissmysmilee lmfaooo like bitch alanah serious
3,2,1,0,0,RT @KissMy_klASSy: Exactly. .same shit I said&gt;&gt;&gt; @Im_Yung_Jay: So nobody think Mimi was outta line for inviting Stevie J to the gay nicca v&#8230;,rt kissmy_klassy exactly shit said&gt;&gt;&gt im_yung_jay nobody think mimi outta line inviting stevie j gay nicca v&#8230
3,0,3,0,1,"RT @Kiss_MyBeautyy: I'd rather argue &amp; make up &#128536; then fight &#128074;&#128165;&#128162; &amp; break up , &#127939;&#128131;&#9996;&#65039;cause &#128166; thirsty bitches &#128111; love to see happy &#128522;&#127969; homes FUC&#8230;",rt kiss_mybeautyy i'd rather argue amp make 128536 fight 128074;&#128165;&#128162 amp break 127939;&#128131;&#9996;&#65039;cause 128166 thirsty bitches 128111 love see happy 128522;&#127969 homes fuc&#8230
3,0,3,0,1,RT @Kittykins_x: Tacos over hoes.,rt kittykins_x tacos hoes
3,1,2,0,1,RT @KlTTYGIRL: im shitty but i promise u im better than that bitch,rt klttygirl im shitty promise u im better bitch
3,0,3,0,1,"RT @KlTTYKlLLA: &#8220;@IsThatJamesBond: ""@BluntsNextDoor: Good pussy have a Nigga like http://t.co/Uy6r3zXXNM"" funniest thing I've ever seen on &#8230;",rt klttykllla 8220;@isthatjamesbond bluntsnextdoor good pussy nigga like http://t.co/uy6r3zxxnm funniest thing i've ever seen 8230
6,0,6,0,1,RT @Knae__: .I'm a &#128170; lil bitch,rt knae i'm 128170 lil bitch
3,0,0,3,2,RT @KnickRumors: Mets superstar pitcher @MattHarvey33 is at the Yankees game wearing a Knicks hat #KnicksTape http://t.co/g5fqGTE2s0,rt knickrumors mets superstar pitcher mattharvey33 yankees game wearing knicks hat knickstape http://t.co/g5fqgte2s0
3,1,2,0,1,RT @Kontra402: Lmao damn this bitch so trash RT @JazmineJanay_: Lmao http://t.co/pfSnLm07IL,rt kontra402 lmao damn bitch trash rt jazminejanay lmao http://t.co/pfsnlm07il
3,0,2,1,1,RT @KoolAssK: Niggas be trippin about they shoes in clubs tf u wear them hoes for nigga all my shoes club shoes !,rt koolassk niggas trippin shoes clubs tf u wear hoes nigga shoes club shoes
6,0,6,0,1,RT @KoolAssK: U want a nigga to just spend all his hard earned money on u? hoe go strip that solves that problem lol,rt koolassk u want nigga spend hard earned money u hoe go strip solves problem lol
3,2,0,1,0,RT @KoolQueef: I color my entire arm black with a sharpie and fist my wife's asshole just so she knows what a nigger dick feels like.,rt koolqueef color entire arm black sharpie fist wife's asshole knows nigger dick feels like
3,1,2,0,1,RT @KoolQueef: I gave up calling my wife a nigger during sex for lent.,rt koolqueef gave calling wife nigger sex lent
3,0,3,0,1,RT @KreoleKilla: Fighting over a hoe is one of the lamest things you can do,rt kreolekilla fighting hoe one lamest things
3,2,1,0,0,RT @Kriegsson: On Nigger Day we honor nigger traditions by not working.,rt kriegsson nigger day honor nigger traditions working
3,0,3,0,1,RT @KrisAnnIn: &#8220;So wake the bitch up!l&#8221; - Jack Bauer #24LAD,rt krisannin 8220;so wake bitch up!l&#8221 jack bauer 24lad
3,0,3,0,1,RT @KrisDaRebel: &#8220;@Aye_Benny: Searching for these hoes I got &#128533; http://t.co/DsdfEjI65U&#8221; you ain't the only one Bruh http://t.co/c7R3WRcPK0,rt krisdarebel 8220;@aye_benny searching hoes got 128533 http://t.co/dsdfeji65u&#8221 ain't one bruh http://t.co/c7r3wrcpk0
3,0,3,0,1,RT @Krislisisms: B/c her ass fat? Maybe her pussy wack &amp; it drove her man to crack. RT @FightCIubs Khloe Kardashian is winning at life http&#8230;,rt krislisisms b/c ass fat maybe pussy wack amp drove man crack rt fightciubs khloe kardashian winning life http&#8230
6,0,6,0,1,"RT @Krislisisms: Grow up, bitch.",rt krislisisms grow bitch
7,0,0,7,2,RT @Krislisisms: Hot 97 trash.,rt krislisisms hot 97 trash
3,0,1,2,2,RT @Krislisisms: Today something is dope. Tomorrow that same thing is trash. Next month it is irrelevant. Next year it's classic.,rt krislisisms today something dope tomorrow thing trash next month irrelevant next year it's classic
3,0,3,0,1,RT @KrysHazeyy: I swear bitches fall over niggas who don't believe in combing their hair,rt kryshazeyy swear bitches fall niggas don't believe combing hair
3,0,1,2,2,RT @Kstar__: Told you RT @Astronaut_Tone: Artprize is more than trash,rt kstar told rt astronaut_tone artprize trash
3,0,3,0,1,RT @Kstar__: Ya beats trash nigga RT @ChiefKeef: #SosaOnTheBeat fuck who don't like!,rt kstar ya beats trash nigga rt chiefkeef sosaonthebeat fuck don't like
3,0,3,0,1,"RT @KushDahGodd: Five things I'll never give a bitch&#9757;&#65039;

1:My Heart
2:My Weed
3:My Money
4:My Twitter
5:My Netflix password
&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175;",rt kushdahgodd five things i'll never give bitch&#9757;&#65039 1:my heart 2:my weed 3:my money 4:my twitter 5:my netflix password 128175;&#128175;&#128175;&#128175;&#128175;&#128175;&#128175
3,0,2,1,1,RT @Kush_Dace: S/O to them side hos that know they the side hos we need more of ya!,rt kush_dace s/o side hos know side hos need ya
3,0,3,0,1,RT @KvTrK24: Ross pulling hoes @DreWill52 @Awight54 @Da_KodaBear http://t.co/YefRlbvDvb,rt kvtrk24 ross pulling hoes drewill52 awight54 da_kodabear http://t.co/yefrlbvdvb
3,0,3,0,1,RT @KvngMelly_: When yall got the same baby mama and realize that bitch is the real enemy http://t.co/vdis3ghG6t,rt kvngmelly yall got baby mama realize bitch real enemy http://t.co/vdis3ghg6t
3,0,3,0,1,RT @KxRxSxB: All I want for my birffday is a big booty hoe!! She gotta big booty so I call her big booty!! #LyricsYouLikeToScream,rt kxrxsxb want birffday big booty hoe gotta big booty call big booty lyricsyouliketoscream
3,0,0,3,2,RT @KxRxSxB: Sometimes I turn my phone on loud to tweet just to hear the bird chirp. #TrueStory #TeamiPhone,rt kxrxsxb sometimes turn phone loud tweet hear bird chirp truestory teamiphone
3,0,3,0,1,RT @KxRxSxB: Superman. Man of steel - emotions of bitch. #truestory,rt kxrxsxb superman man steel emotions bitch truestory
3,2,1,0,0,"RT @KxRxSxB: We all know that one person that could say anything and you just look at them thinking ""you're retarded, stfu"" #stupidBitches",rt kxrxsxb know one person could say anything look thinking you're retarded stfu stupidbitches
3,0,3,0,1,RT @KxngFrxsh: If ya friends always trynna get you to break-up wit ya nigga or do THOT shit wit them...Them bitches really ain't ya friends!,rt kxngfrxsh ya friends always trynna get break-up wit ya nigga thot shit wit them...them bitches really ain't ya friends
3,0,1,2,2,"RT @KySportsRadio: For years two fan bases (UNC and Indiana) have said they do things ""the right way"" while UK and others are rogues. My ho&#8230;",rt kysportsradio years two fan bases unc indiana said things right way uk others rogues ho&#8230
3,0,3,0,1,RT @KylaMock2: bitch think she know everything ha.,rt kylamock2 bitch think know everything ha
3,0,2,1,1,"RT @KyleKallgren: You can't please everyone. And you shouldn't. Nothing good comes from having people who say ""faggot"" as an insult on your&#8230;",rt kylekallgren can't please everyone shouldn't nothing good comes people say faggot insult your&#8230
3,0,0,3,2,"RT @KyleKallgren: You know how in superhero stories the best insult for superheroes dumb mooks can come up with is ""do-gooder?"" #whiteknight",rt kylekallgren know superhero stories best insult superheroes dumb mooks come do-gooder whiteknight
3,0,3,0,1,RT @KyleLewsader: @TreVaughnLG retweets the most random shit just cause a bad bitch tweeted it &#128514;,rt kylelewsader trevaughnlg retweets random shit cause bad bitch tweeted 128514
3,0,0,3,2,RT @Kyle_Lippert: If you buy tickets for Transformers 3D they just lock you in an aluminum trash can and toss you from an overpass into rus&#8230;,rt kyle_lippert buy tickets transformers 3d lock aluminum trash toss overpass rus&#8230
3,0,3,0,1,RT @L1LDebbie: Amber rose is everything at the vmas. Killen every bitch.,rt l1ldebbie amber rose everything vmas killen every bitch
3,0,3,0,1,RT @L1LDebbie: And I'm that bitch who doesn't forget.,rt l1ldebbie i'm bitch doesn't forget
3,0,3,0,1,RT @L1LDebbie: I'm your bitch down for whatever,rt l1ldebbie i'm bitch whatever
3,0,3,0,1,RT @L1LDebbie: So it's rude to talk about fat bitches but it's cool to talk about skinny bitches?! Cus I know alot of thick hoes on the ver&#8230;,rt l1ldebbie it's rude talk fat bitches it's cool talk skinny bitches cus know alot thick hoes ver&#8230
3,0,3,0,1,RT @L1LDebbie: You keep your bitch &amp; ill stay on my grind.,rt l1ldebbie keep bitch amp ill stay grind
3,0,0,3,2,RT @L3tsVibe: Keys open doors when them keys is albino,rt l3tsvibe keys open doors keys albino
3,3,0,0,0,RT @LANURSE1: Here is a #MichaelBrown supporter. She says whites are just evil albino black babies. Seriously? #tcot @KLSouth http://t.co/P&#8230;,rt lanurse1 michaelbrown supporter says whites evil albino black babies seriously tcot klsouth http://t.co/p&#8230
3,0,3,0,1,RT @LA_Everyday: @MJCANDANCE @PacDaGoat @Devoted2Mariah @BettAThanLERUNS @MzNurseBee14 @pyroballyPOOPS WTF? This BITCH sounds retarded,rt la_everyday mjcandance pacdagoat devoted2mariah bettathanleruns mznursebee14 pyroballypoops wtf bitch sounds retarded
3,0,3,0,1,RT @LEGIQN: Write 16 bars about your side hoes and money so she knows it's real.,rt legiqn write 16 bars side hoes money knows it's real
3,0,3,0,1,RT @LEX_gedddit: Just got 11 in flappy bird holy shit,rt lex_gedddit got 11 flappy bird holy shit
3,0,3,0,1,RT @LHT_519: lmao that bitch saw the camera &amp; looked up at the big screen n then realized&#128128;&#128128; https://t.co/OoJQAbWFwJ,rt lht_519 lmao bitch saw camera amp looked big screen n realized&#128128;&#128128 https://t.co/oojqabwfwj
3,0,3,0,1,RT @LHT_519: when ya side hoe playing too much &amp; all you want is head /// https://t.co/7eALhuTA02,rt lht_519 ya side hoe playing much amp want head https://t.co/7ealhuta02
3,0,3,0,1,RT @LILBTHEBASEDGOD: I only eat gluton free pussy - Lil B,rt lilbthebasedgod eat gluton free pussy lil b
3,1,2,0,1,"RT @LILBTHEBASEDGOD: That nerdy fat bitch yes sir she fucked "" The BasedGod"" - Lil B",rt lilbthebasedgod nerdy fat bitch yes sir fucked basedgod lil b
3,0,3,0,1,RT @LILBTHEBASEDGOD: ultimate bitch mixtape is done!!! words from Lil B!! - Lil B,rt lilbthebasedgod ultimate bitch mixtape done words lil b lil b
6,1,5,0,1,RT @LIVYLOHAN: &#8220;@1waynostra: Dats y I don't argue wit Dese bitches lol&#8221; keep it brief trappa lls,rt livylohan 8220;@1waynostra dats y don't argue wit dese bitches lol&#8221 keep brief trappa lls
3,0,3,0,1,RT @LI_ALP: Still Texans nation hoe.,rt li_alp still texans nation hoe
6,0,0,6,2,RT @LJSpagnoli: Isis and Jihadi Terrorists 'Post 90 Tweets Every Minute' to Spread Propaganda http://t.co/eRJMveF996,rt ljspagnoli isis jihadi terrorists post 90 tweets every minute spread propaganda http://t.co/erjmvef996
3,0,3,0,1,RT @LL_Jono: @Krhymez_24 Go home bitch,rt ll_jono krhymez_24 go home bitch
3,0,3,0,1,"RT @LMAOAtBASICS: Bitches twerk to anything , rock , country..these bitches a twerk to gospel, to take me to the king &#128553;&#128553;",rt lmaoatbasics bitches twerk anything rock country..these bitches twerk gospel take king 128553;&#128553
3,0,1,2,2,RT @LOHANTHONY: i'd never send my kids to private school because then they would never experience ghetto public school fights,rt lohanthony i'd never send kids private school would never experience ghetto public school fights
3,0,0,3,2,RT @LOHANTHONY: i'm so hungry if someone would send me a flying parachute with brownies attached to it like they do in the hunger games tha&#8230;,rt lohanthony i'm hungry someone would send flying parachute brownies attached like hunger games tha&#8230
3,1,2,0,1,"RT @LOHANTHONY: lana uses the term ""bad bitch"" in a UV track. i've never been more proud.",rt lohanthony lana uses term bad bitch uv track i've never proud
3,0,3,0,1,RT @LOUD_besos: @Thotcho bitch I'll end your fucking life. You a fuckboy,rt loud_besos thotcho bitch i'll end fucking life fuckboy
3,0,3,0,1,RT @LOUD_besos: Pepsi cola RT @JactionJ: Ladies what does your pussy taste like?,rt loud_besos pepsi cola rt jactionj ladies pussy taste like
3,0,0,3,2,"RT @LRTC1: Magnus the ""team leader"" was particularly rude and unhelpful. As opposed to Charlie, who just blatantly lied. Awful service. @s&#8230;",rt lrtc1 magnus team leader particularly rude unhelpful opposed charlie blatantly lied awful service s&#8230
3,0,3,0,1,RT @LUNAraps: smh u got Ebola now RT&#8220;@BryanRoxAll: I stick my foot out to feel some freshness and this bitch ass mosquito has the nerve to &#8230;,rt lunaraps smh u got ebola rt&#8220;@bryanroxall stick foot feel freshness bitch ass mosquito nerve 8230
3,0,0,3,2,"RT @LVL_KY_Events: Nov 22,2012: Thanksgiving Dinner: 2:00pm: Proof on Main. A day being preoccupied with a giant bird in your... http:// ...","rt lvl_ky_events nov 22,2012 thanksgiving dinner 2:00pm proof main day preoccupied giant bird http"
3,0,2,1,1,RT @LaBugg09: I love everybody ion hate these bitches,rt labugg09 love everybody ion hate bitches
6,0,5,1,1,RT @LaLeaa_: #wcw both the babes @undrgrundghosts &amp; @0beyyourmaster . &#128571;&#128571; love thse sexy bitches!! #bestfriend #babe&#8230; http://t.co/MyBspKdzV2,rt laleaa wcw babes undrgrundghosts amp 0beyyourmaster 128571;&#128571 love thse sexy bitches bestfriend babe&#8230 http://t.co/mybspkdzv2
3,1,2,0,1,RT @LaVidaJeannette: I hate when a bitch says she dont care if her nigga broke and he got nothing going for himself.. acting like a fake Ri&#8230;,rt lavidajeannette hate bitch says dont care nigga broke got nothing going acting like fake ri&#8230
3,0,3,0,1,RT @LaVintageTribe: Getting all these checks like Nike I'm icy and yo bitch like me- dice soho &#127922;,rt lavintagetribe getting checks like nike i'm icy yo bitch like dice soho 127922
3,0,3,0,1,RT @LadiesLuv_Audi: Eating pussy is good....eating everybody pussy ain't healthy,rt ladiesluv_audi eating pussy good....eating everybody pussy ain't healthy
3,0,1,2,2,RT @LadyMercia: Mother of Manchester 'terror twins' who went to Syria to become Jihadi brides snatched by ISIS ... http://t.co/trhNMdVnCM v&#8230;,rt ladymercia mother manchester terror twins went syria become jihadi brides snatched isis http://t.co/trhnmdvncm v&#8230
3,2,1,0,0,RT @Lady_BlahBlah: furrybah *in my PayPay voice* RT @80sbaby4life: The hoes are for EVERYBODY my nigga!,rt lady_blahblah furrybah paypay voice rt 80sbaby4life hoes everybody nigga
3,0,3,0,1,RT @Lady_Trucker: To Fez: Your nipples couldn't be covered by two trash can lids. @RonnieBquotes,rt lady_trucker fez nipples couldn't covered two trash lids ronniebquotes
3,0,3,0,1,RT @LakeShOwQueen: Kevin Love out here bein a hoe... Just let the world know u gonna be a Laker 2015 season dawg,rt lakeshowqueen kevin love bein hoe let world know u gonna laker 2015 season dawg
3,0,1,2,2,RT @LakersTV: VIDEO: @kobebryant on talking trash while facing @NickSwagyPYoung during today&#8217;s scrimmage &#8211; http://t.co/3njZFytc1R http://t.&#8230;,rt lakerstv video kobebryant talking trash facing nickswagypyoung today&#8217;s scrimmage 8211 http://t.co/3njzfytc1r http://t.&#8230
3,1,2,0,1,"RT @LalaCoutureeXO: ""if your gf/bf don't like or talk to that bitch/nigga, YOU don't talk to that bitch/nigga!""",rt lalacoutureexo gf/bf don't like talk bitch/nigga don't talk bitch/nigga
3,0,3,0,1,"RT @LamborghiniBow: Fuck a hoe, respect a woman, love a lady&#128175;",rt lamborghinibow fuck hoe respect woman love lady&#128175
3,0,3,0,1,RT @LameAssNerd: Braxton Curti a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is #300,rt lameassnerd braxton curti hoe ass nigga wen see i'ma smack like da lil bitch 300
3,0,3,0,1,RT @Lamont21225_: &#128514;&#128514;&#128514; this bitch playing volleyball in Timberland's &#128553;&#128514;Edmondson Kids &#128517;&#128514; http://t.co/M4jtNGEJTH,rt lamont21225 128514;&#128514;&#128514 bitch playing volleyball timberland's 128553;&#128514;edmondson kids 128517;&#128514 http://t.co/m4jtngejth
3,0,3,0,1,RT @Landontours: Nice baby bump bitch.,rt landontours nice baby bump bitch
3,0,3,0,1,RT @LaneBelgarde: @gillis_seth yeah right queer. The only piece of ass you've ever got is when it finger broke thru the toilet paper&#128514;,rt lanebelgarde gillis_seth yeah right queer piece ass you've ever got finger broke thru toilet paper&#128514
3,1,2,0,1,RT @LaquishaBae: Racist white cops arresting blacks again. Can't wait till black cops arrest whities then hear them bitch. #Fastfoodstrike,rt laquishabae racist white cops arresting blacks can't wait till black cops arrest whities hear bitch fastfoodstrike
3,0,3,0,1,"RT @LariDodi: Seven grams in the blunt, almost drowned in her pussy so I swam to her butt RT @TryHardSilva: Quote this with a weezy verse",rt laridodi seven grams blunt almost drowned pussy swam butt rt tryhardsilva quote weezy verse
6,0,6,0,1,RT @LariDodi: Ur a lil bitch if you don't have your read receipt on&#128064; #Shady&#128511;,rt laridodi ur lil bitch don't read receipt on&#128064 shady&#128511
4,0,4,0,1,RT @Larissa_x33: you be smokin my dick bitch,rt larissa_x33 smokin dick bitch
6,0,6,0,1,"RT @Late___: I dive in tha pussy like...
&#128514;&#128514;&#128514;&#128513;&#128074;&#128175; http://t.co/c4jnQWp9dW",rt late dive tha pussy like 128514;&#128514;&#128514;&#128513;&#128074;&#128175 http://t.co/c4jnqwp9dw
3,1,0,2,2,RT @Latrobemark: @wheeler_kashhh your a early bird,rt latrobemark wheeler_kashhh early bird
3,0,0,3,2,"RT @LauraBehnke: #Yankees fans having flashbacks! RT @WCCORosen: @LauraBehnke You remember THIS Phil Hughes! It's already 4 to 0, still no &#8230;",rt laurabehnke yankees fans flashbacks rt wccorosen laurabehnke remember phil hughes it's already 4 0 still 8230
3,0,0,3,2,"RT @LauraRosenCohen: #AskDrMann Is having no amici briefs filed on your behalf kind of like Charlie Brown never, ever getting ANY Valentin&#8230;",rt laurarosencohen askdrmann amici briefs filed behalf kind like charlie brown never ever getting valentin&#8230
3,0,3,0,1,"RT @LaurenJauregui: ""karma's a bitch, and so are you"" And I genuinely mean that. #canttrustanyone #hatefakepeople",rt laurenjauregui karma's bitch genuinely mean canttrustanyone hatefakepeople
3,0,3,0,1,"RT @Lauren_Fawx: &#8220;@ItsNotAdam: @ItsNotAdam Adam is a sexy bitch&#8221;

Conceded ass 

(Jk ilusm)",rt lauren_fawx 8220;@itsnotadam itsnotadam adam sexy bitch&#8221 conceded ass jk ilusm
3,0,3,0,1,RT @LavarWalker: Old bitches love having a garden...,rt lavarwalker old bitches love garden
3,0,2,1,1,"RT @Lawless_1: @3RedsPositives 
1) We are not the Cubs
2) We are not the Pirates
3) We damn sure ain't no f***ing Cardinals.

Who cares abo&#8230;",rt lawless_1 3redspositives 1 cubs 2 pirates 3 damn sure ain't f***ing cardinals cares abo&#8230
3,0,3,0,1,RT @Laynesmithh: When you're a local in pc you can't love anybody because everybody turns into hoes on springbreak,rt laynesmithh you're local pc can't love anybody everybody turns hoes springbreak
9,2,7,0,1,RT @LeBronVuitton: Bain wasn't no hoe ass nigga at all,rt lebronvuitton bain wasn't hoe ass nigga
3,0,3,0,1,RT @LeBronVuitton: Can't none of them hoes swim&#128514;&#128514;&#128514; &#8220;@Jaykelz: @LeBronVuitton @1stName_Bravo they renamed that bitch the yacht club&#8221;,rt lebronvuitton can't none hoes swim&#128514;&#128514;&#128514 8220;@jaykelz lebronvuitton 1stname_bravo renamed bitch yacht club&#8221
3,0,3,0,1,RT @LeBronVuitton: Do I fuck her or feed her? &#8220;@Jaykelz: I hate fat / thick bitches&#8221;,rt lebronvuitton fuck feed 8220;@jaykelz hate fat thick bitches&#8221
6,0,6,0,1,"RT @LeBronVuitton: I don't stand in line at clubs, the security come escort me in. Yellow diamonds tell a bitch get over here, Scorpion.",rt lebronvuitton don't stand line clubs security come escort yellow diamonds tell bitch get scorpion
